gene	M_1	M_2	M_3	O_1	O_2	O_3	WT_1	WT_2	WT_3
AT1G68585	919	715	859	581	268	295	301	505	270
AT1G68590	6923	3916	5492	2869	2572	1681	3180	4921	2895
AT1G68600	1649	3362	1993	3533	3081	3351	2276	1446	1939
AT1G68610	0	2	6	10	0	10	0	0	2
AT1G68620	138	1625	744	100	54	84	199	78	308
AT1G68630	54	16	65	1	1	3	4	0	3
AT1G68640	119	14	111	2	0	13	6	0	3
AT1G68650	395	410	247	443	482	291	263	321	262
AT1G68660	1659	1620	2243	3125	1753	2089	1507	1731	1643
AT1G68670	1157	1722	1293	2198	2154	2612	1257	1565	1416
AT1G68680	326	352	352	218	148	148	202	240	201
AT1G68690	331	417	332	200	600	374	645	350	461
AT1G68700	6	3	3	1	1	1	2	1	1
AT1G68710	448	547	508	218	292	143	123	126	133
AT1G68720	1695	1918	2052	1204	1153	1025	960	1195	1047
AT1G68723	110	27	105	9	12	12	2	35	31
AT1G68725	133	36	142	9	13	14	10	44	41
AT1G68730	238	154	256	152	74	101	118	192	94
AT1G68740	93	105	115	248	265	354	78	45	70
AT1G68750	0	3	0	2	0	2	0	2	0
AT1G68760	233	124	189	172	207	122	395	385	221
AT1G68765	8	38	27	10	0	10	10	0	2
AT1G68770	7	12	17	19	10	19	23	43	20
AT1G68780	328	135	342	212	120	165	21	102	55
AT1G68790	1536	1977	2144	1299	980	1098	542	722	684
AT1G68795	12	62	26	6	2	2	30	18	36
AT1G68800	40	39	26	4	0	2	4	4	2
AT1G68810	224	127	188	137	347	149	62	165	91
AT1G68820	575	1158	1013	632	595	566	355	484	503
AT1G68825	0	0	0	0	0	0	0	0	0
AT1G68830	2845	3234	4041	4809	4408	4639	2777	2478	3134
AT1G68840	4846	4788	7101	12483	5934	9340	2366	5616	4401
AT1G68845	0	0	0	0	0	0	0	0	0
AT1G68850	9	108	31	0	0	0	13	4	8
AT1G68860	0	0	0	0	0	0	0	0	0
AT1G68862	263	74	213	35	22	27	30	32	46
AT1G68870	371	108	327	33	33	26	25	62	29
AT1G68872	225	55	154	55	81	54	19	49	37
AT1G68875	0	0	0	0	0	0	0	0	0
AT1G68877	0	0	0	0	0	0	0	0	0
AT1G68880	0	4	0	0	0	0	0	0	2
AT1G68890	2953	1812	2663	1779	1643	1361	1094	2196	1405
AT1G68905	0	1	0	0	6	0	5	0	1
AT1G68907	0	0	0	0	1	0	0	0	0
AT1G68910	617	764	743	579	499	470	398	330	511
AT1G68920	770	809	964	648	496	691	239	279	279
AT1G68930	112	112	109	27	56	51	52	20	39
AT1G68935	218	149	223	204	155	129	140	211	157
AT1G68937	19	28	28	10	16	14	5	16	11
AT1G68940	683	523	663	532	474	383	345	602	383
AT1G68945	595	308	463	391	277	218	270	614	339
AT1G68950	0	0	0	0	0	0	0	0	0
AT1G68960	0	0	0	0	0	0	0	0	0
AT1G68970	0	0	0	0	0	0	0	0	0
AT1G68980	353	278	315	188	149	151	135	178	123
AT1G68990	583	594	501	328	273	288	260	346	206
AT1G69000	0	0	0	0	0	0	0	0	0
AT1G69010	424	480	422	303	279	277	468	681	747
AT1G69020	202	224	215	141	88	150	41	57	43
AT1G69030	607	423	509	274	337	237	597	699	428
AT1G69040	1572	626	1779	658	380	367	281	994	253
AT1G69050	8	8	28	4	3	2	6	10	14
AT1G69060	476	555	513	447	322	309	348	384	339
AT1G69070	754	699	771	238	206	202	326	404	272
AT1G69080	139	90	100	22	77	22	98	144	14
AT1G69085	1	1	0	0	2	0	2	5	0
AT1G69090	0	0	0	0	0	0	0	0	0
AT1G69100	0	1	0	6	0	0	0	0	0
AT1G69120	39	0	5	4	21	0	0	0	0
AT1G69130	0	0	0	0	0	0	0	0	0
AT1G69150	0	4	2	0	0	0	0	6	7
AT1G69160	700	234	804	862	230	574	96	272	200
AT1G69170	260	122	202	89	86	100	84	176	93
AT1G69180	37	0	3	0	8	0	0	0	0
AT1G69190	0	0	0	0	0	0	0	0	0
AT1G69200	1922	902	1595	475	491	393	394	804	410
AT1G69210	193	98	152	70	67	34	59	49	38
AT1G69220	1459	1440	1698	1055	929	1004	580	808	671
AT1G69230	54	96	40	31	38	14	11	15	18
AT1G69240	0	0	0	0	0	0	0	0	0
AT1G69250	900	800	830	480	322	352	477	558	491
AT1G69252	923	1555	1251	873	943	1255	805	677	1718
AT1G69260	97	320	209	44	160	98	405	90	1313
AT1G69270	263	661	714	450	622	429	516	176	1154
AT1G69280	196	166	166	91	61	78	78	63	71
AT1G69290	208	176	158	104	104	70	77	54	70
AT1G69295	985	1148	915	453	322	306	404	394	593
AT1G69300	0	0	0	0	0	0	0	0	0
AT1G69310	109	350	152	93	60	120	132	60	181
AT1G69320	22	16	22	2	2	2	4	14	2
AT1G69325	5	16	7	5	15	9	15	25	12
AT1G69330	292	275	289	272	235	200	273	271	220
AT1G69340	1510	1785	1597	1188	1203	1108	864	1049	917
AT1G69350	33	50	51	20	30	11	38	27	51
AT1G69360	839	1669	600	1778	1508	1420	2314	3169	2970
AT1G69370	422	682	353	820	985	632	1236	1632	1324
AT1G69380	303	315	253	298	290	187	291	363	338
AT1G69390	1674	1601	1884	1413	1378	1185	1199	1492	1337
AT1G69400	67	30	58	16	17	10	8	28	15
AT1G69410	1056	1961	1775	1257	1434	1690	1483	1139	1993
AT1G69420	1862	991	1417	1311	1050	922	419	1068	646
AT1G69430	52	15	35	70	74	73	76	63	159
AT1G69440	227	413	254	85	63	44	40	28	53
AT1G69450	692	1791	1200	1063	949	1274	845	304	1112
AT1G69460	1188	1494	1348	1082	1015	863	879	1168	1048
AT1G69470	0	2	0	0	0	0	1	0	10
AT1G69480	84	219	190	45	89	93	167	27	511
AT1G69485	8	20	20	0	3	0	5	2	6
AT1G69490	274	1064	809	763	728	1097	63	34	351
AT1G69500	0	0	0	2	2	2	2	0	0
AT1G69510	1169	1720	1498	1623	1382	1438	924	1066	1021
AT1G69520	111	126	87	60	60	40	39	34	41
AT1G69523	280	139	313	591	458	414	332	336	288
AT1G69526	104	16	78	132	91	81	38	75	59
AT1G69530	951	1429	2321	950	1060	524	1004	2100	952
AT1G69540	16	26	22	4	18	16	15	5	4
AT1G69550	1352	1535	1372	1161	814	933	1741	1288	1451
AT1G69560	0	0	0	0	2	0	0	0	0
AT1G69570	263	419	219	13	10	8	44	123	110
AT1G69572	244	375	204	11	10	8	38	111	97
AT1G69580	108	70	124	30	34	20	90	191	64
AT1G69587	135	94	140	81	64	74	52	96	81
AT1G69588	35	4	13	13	2	10	17	37	18
AT1G69600	32	8	4	4	10	0	0	3	0
AT1G69610	86	252	173	80	95	73	629	507	1002
AT1G69620	6528	4382	5501	3110	1843	1426	2265	4643	2359
AT1G69630	0	5	2	4	2	4	0	2	2
AT1G69640	998	1365	1115	1038	1116	979	1129	937	1308
AT1G69650	0	0	0	0	0	0	0	0	0
AT1G69660	0	0	0	2	0	0	0	0	0
AT1G69670	410	550	560	340	245	319	299	395	360
AT1G69680	245	221	211	164	125	127	100	96	92
AT1G69690	1294	754	1174	245	246	156	83	349	154
AT1G69700	810	207	430	281	309	125	110	334	139
AT1G69710	15	7	9	3	4	11	0	1	2
AT1G69720	239	657	514	224	74	117	152	131	191
AT1G69730	516	702	524	453	343	334	397	318	360
AT1G69740	5794	4496	5287	3824	5082	3478	4444	5725	5067
AT1G69750	581	508	482	565	494	343	373	430	395
AT1G69760	673	460	666	270	130	128	166	180	162
AT1G69770	921	408	492	258	266	128	231	379	185
AT1G69780	984	1069	936	162	112	68	6	59	26
AT1G69790	54	111	50	271	358	371	98	79	129
AT1G69792	0	0	0	0	0	0	0	0	0
AT1G69795	0	0	0	0	0	0	0	0	0
AT1G69797	0	0	0	0	0	0	0	0	0
AT1G69800	367	441	324	426	579	417	351	387	377
AT1G69810	9	95	49	9	2	13	36	8	12
AT1G69818	0	0	0	0	0	2	0	0	0
AT1G69820	0	0	0	0	0	2	0	0	0
AT1G69825	0	0	0	0	0	0	0	0	0
AT1G69828	0	0	0	0	0	0	2	0	0
AT1G69830	8649	8898	9107	8204	9726	6775	8925	8886	9060
AT1G69840	4969	3393	3714	7641	9817	6581	6383	6930	5796
AT1G69850	3909	6172	5446	2524	1414	2279	1345	1122	1579
AT1G69860	0	0	1	0	0	0	0	2	0
AT1G69870	1711	6848	3053	6513	5175	5794	8461	7406	7947
AT1G69880	0	224	29	7	0	0	4	0	40
AT1G69890	3110	5320	4243	13118	11039	11842	3791	3707	4412
AT1G69900	422	345	520	1952	1342	1281	584	459	510
AT1G69910	729	520	558	828	1282	999	467	444	390
AT1G69920	8	84	33	20	15	5	59	4	46
AT1G69930	24	138	24	27	94	26	311	101	195
AT1G69935	651	605	738	777	833	678	585	720	613
AT1G69940	0	0	0	32	0	0	0	0	0
AT1G69960	730	1069	871	861	877	576	782	611	674
AT1G69970	16	7	28	26	60	58	38	55	26
AT1G69980	256	397	360	320	263	254	212	291	239
AT1G69990	0	0	0	0	0	0	2	0	0
AT1G70000	149	208	150	146	117	136	118	147	133
AT1G70020	39	30	43	27	19	5	8	45	8
AT1G70030	2	4	4	2	0	0	0	0	0
AT1G70040	0	0	0	0	0	0	0	0	0
AT1G70050	0	0	0	0	0	0	0	0	0
AT1G70060	2091	2190	2163	1212	1267	1362	974	1324	1163
AT1G70070	2663	2700	3380	2063	1660	1716	1043	1564	939
AT1G70080	2	0	6	0	0	0	0	7	0
AT1G70090	4415	1792	3176	4809	4385	4580	1471	1969	2261
AT1G70100	1666	1195	1481	1092	758	1050	222	447	353
AT1G70110	4	1	4	0	0	0	0	1	4
AT1G70120	0	0	0	0	1	0	0	0	0
AT1G70130	0	26	0	2	63	10	609	394	312
AT1G70140	53	259	130	247	261	155	970	405	483
AT1G70150	277	196	242	144	138	133	98	152	148
AT1G70160	2408	4768	3946	2829	2961	3261	1738	1530	2298
AT1G70170	16	66	54	20	14	8	36	2	38
AT1G70175	2	20	11	2	1	3	4	2	7
AT1G70180	1181	1182	1062	868	661	763	467	647	573
AT1G70185	0	4	2	1	4	0	4	12	10
AT1G70190	628	621	588	294	280	235	247	361	268
AT1G70200	2004	1514	2095	1124	946	930	830	1187	782
AT1G70209	2	1	0	0	1	0	1	0	0
AT1G70210	686	266	407	343	278	171	57	384	77
AT1G70220	20	15	20	22	21	9	29	30	20
AT1G70230	447	872	625	820	471	647	431	600	470
AT1G70250	285	432	365	637	474	605	292	228	300
AT1G70260	66	14	72	77	64	70	37	15	23
AT1G70270	28	32	44	8	4	2	0	10	0
AT1G70280	1262	761	1073	763	684	646	390	472	395
AT1G70290	8055	12666	9960	15707	7634	13342	4292	5618	8274
AT1G70300	447	682	539	711	507	644	378	569	748
AT1G70310	2553	1936	2858	2029	1685	1649	1220	1862	1396
AT1G70320	6530	11477	9013	4994	7240	6497	6755	5831	5244
AT1G70330	1379	1787	1859	940	1109	913	1097	1128	1250
AT1G70335	154	241	260	120	179	119	171	138	229
AT1G70340	620	720	717	401	409	349	432	532	422
AT1G70350	205	106	159	126	72	61	102	149	110
AT1G70360	75	99	95	78	38	56	65	128	90
AT1G70370	3642	2095	2732	2598	3850	1901	2647	5480	3517
AT1G70380	2	0	0	0	0	0	0	0	2
AT1G70390	0	5	5	9	1	12	10	5	23
AT1G70400	0	0	0	2	0	0	0	0	0
AT1G70410	4160	2992	3850	6515	6838	4427	5451	4644	4236
AT1G70420	586	928	1049	1248	642	680	230	394	374
AT1G70430	183	116	209	55	39	22	19	108	46
AT1G70440	1	4	10	14	1	6	1	4	0
AT1G70450	0	0	0	1	0	0	0	0	0
AT1G70460	7	8	10	1	5	2	9	6	0
AT1G70470	93	43	63	26	26	14	13	63	23
AT1G70475	50	25	32	18	18	9	6	41	17
AT1G70480	528	684	656	1015	1300	1088	2393	2269	2335
AT1G70490	4230	4969	4584	4349	4327	3717	4373	4648	4494
AT1G70500	9	10	16	8	1	4	22	20	10
AT1G70505	104	76	109	198	147	183	83	109	124
AT1G70510	44	0	17	4	14	6	1	0	2
AT1G70518	76	123	163	79	78	118	66	45	107
AT1G70520	1914	2055	2299	3108	2475	2788	1784	1199	1548
AT1G70530	1331	1860	1707	3004	3047	3139	1211	925	1235
AT1G70540	0	0	0	8	0	0	0	0	0
AT1G70550	228	96	201	128	94	68	81	126	48
AT1G70560	100	68	169	349	161	309	48	83	54
AT1G70570	1392	1574	1665	1197	1053	1016	1057	949	917
AT1G70580	1254	1394	2019	3882	2983	3611	2477	1351	2395
AT1G70581	15	12	6	14	56	53	2	7	6
AT1G70590	483	613	594	711	1079	769	823	766	964
AT1G70600	9164	6812	7407	2966	2190	1382	3800	5414	2622
AT1G70610	904	925	1151	1671	1716	1577	1691	1469	1621
AT1G70620	5572	5037	5472	4541	3619	3289	2783	4825	3314
AT1G70630	189	260	195	138	101	70	68	132	136
AT1G70640	21	41	35	67	261	203	1204	377	1101
AT1G70645	1	3	1	0	0	0	0	0	1
AT1G70650	512	785	618	661	486	420	399	575	441
AT1G70660	637	922	721	767	638	505	471	639	520
AT1G70670	134	166	101	112	102	89	104	159	145
AT1G70680	4	2	2	2	0	0	1	3	1
AT1G70690	249	1144	376	111	133	68	506	258	533
AT1G70700	8691	19562	5311	17735	21313	11337	36429	39195	38647
AT1G70710	888	850	551	277	171	54	45	183	71
AT1G70720	0	2	0	0	0	0	0	1	0
AT1G70730	2561	3097	3069	2523	2668	2428	2591	2135	2654
AT1G70740	730	542	679	1808	2592	1942	491	524	570
AT1G70750	394	635	479	910	1416	689	977	682	771
AT1G70760	4084	3226	5308	6541	6310	5130	4756	4853	5517
AT1G70770	4689	5240	5535	5732	5238	4565	5386	4560	4976
AT1G70780	5448	6102	5516	2539	3433	2722	3261	2921	3072
AT1G70790	213	223	246	274	431	165	386	647	347
AT1G70800	87	120	159	187	214	233	311	328	228
AT1G70810	733	1870	1253	1505	1270	1069	1509	962	1379
AT1G70820	9339	11144	11004	12750	13363	10571	11081	10553	12305
AT1G70830	11350	7023	6436	1685	3016	1302	5979	6043	3229
AT1G70840	2	0	4	0	0	1	0	0	1
AT1G70850	32	1562	31	8	3	8	0	2	252
AT1G70860	2	0	0	4	0	0	0	0	0
AT1G70870	0	0	0	0	0	0	0	0	0
AT1G70880	10	51	8	8	28	2	12	10	3
AT1G70890	6869	7317	5412	2245	2242	1801	4480	2501	4302
AT1G70895	106	34	136	28	12	10	51	98	38
AT1G70900	773	911	1069	901	923	1102	513	560	752
AT1G70910	0	0	0	0	2	0	4	2	2
AT1G70920	8	18	13	16	26	10	32	17	15
AT1G70940	2814	2295	2269	1763	1564	2913	375	2010	883
AT1G70944	0	0	0	0	0	0	0	0	0
AT1G70949	0	1	2	0	0	0	0	0	0
AT1G70950	5	3	6	8	18	7	3	1	3
AT1G70960	0	0	0	0	1	0	0	1	1
AT1G70970	0	0	0	0	0	0	0	0	0
AT1G70980	1025	1614	1240	800	697	692	1209	1044	921
AT1G70985	114	19	45	62	18	54	14	20	10
AT1G70990	70	11	51	0	0	0	0	0	2
AT1G71000	10	9	32	16	2	0	30	10	80
AT1G71002	0	0	0	0	0	0	0	0	0
AT1G71010	1661	1983	1811	995	1087	1125	903	981	813
AT1G71015	31	22	40	25	9	8	0	11	7
AT1G71020	1309	1014	1557	941	467	517	423	963	589
AT1G71030	2553	2683	2873	3748	1120	2154	647	727	903
AT1G71040	1607	3857	1889	2216	2882	2808	1799	1379	1846
AT1G71050	221	233	202	41	91	33	82	231	66
AT1G71060	186	170	149	63	84	86	56	76	45
AT1G71070	864	814	691	629	680	453	617	820	593
AT1G71080	1357	2276	1546	1378	1271	1337	2386	2216	2364
AT1G71090	896	1359	1166	1030	938	865	797	773	830
AT1G71100	726	1144	910	1106	1362	743	1572	1696	1309
AT1G71110	134	66	170	87	240	136	260	499	189
AT1G71120	8	17	0	16	4	6	12	4	19
AT1G71130	394	608	568	650	416	400	377	532	460
AT1G71140	156	427	304	788	414	379	370	196	432
AT1G71150	2	2	2	5	2	6	0	0	0
AT1G71160	0	0	0	0	0	0	1	0	0
AT1G71170	462	820	714	434	476	363	345	429	336
AT1G71180	583	805	783	388	313	272	218	253	157
AT1G71190	350	643	560	306	361	309	274	233	301
AT1G71200	0	0	0	0	0	0	4	0	0
AT1G71210	286	396	410	244	168	184	240	284	236
AT1G71220	2805	3867	2668	1965	2368	1913	1715	1839	1865
AT1G71230	112	81	108	48	81	52	33	63	32
AT1G71235	1	0	0	0	0	0	0	0	0
AT1G71240	573	857	816	620	454	641	707	681	730
AT1G71250	53	39	45	37	7	8	15	30	16
AT1G71260	935	586	819	352	323	272	346	440	250
AT1G71270	863	863	869	662	553	572	522	724	540
AT1G71280	0	2	0	0	0	0	6	1	0
AT1G71290	0	0	0	2	0	0	0	0	0
AT1G71300	5	2	2	1	0	2	4	6	2
AT1G71310	418	278	362	299	216	213	214	393	248
AT1G71320	0	0	0	0	0	0	1	0	0
AT1G71330	49	41	61	54	47	29	54	36	69
AT1G71340	651	686	783	780	628	772	348	526	542
AT1G71350	620	753	670	357	278	326	228	287	359
AT1G71360	251	379	232	195	463	274	867	565	533
AT1G71370	2	0	0	0	2	0	2	0	0
AT1G71380	0	8	3	4	0	0	4	0	0
AT1G71390	1	5	0	0	1	0	0	0	0
AT1G71400	81	150	124	420	365	433	167	96	132
AT1G71410	1844	1976	2229	1383	1508	1311	1108	1393	1187
AT1G71420	50	31	84	28	34	38	13	22	11
AT1G71430	242	189	181	146	123	87	154	193	98
AT1G71440	661	570	592	474	514	386	407	496	398
AT1G71450	1	7	2	19	23	32	8	8	5
AT1G71460	375	487	452	266	291	238	236	229	217
AT1G71470	0	0	1	0	0	0	0	0	0
AT1G71480	975	1263	1523	1881	1686	1940	1126	974	1422
AT1G71490	361	437	468	532	371	492	334	281	377
AT1G71500	8454	7193	9195	8861	9177	5777	7141	8209	7144
AT1G71520	92	81	35	103	156	52	30	12	20
AT1G71528	451	317	442	166	127	253	139	176	114
AT1G71530	409	276	407	147	108	231	122	160	107
AT1G71680	0	0	0	0	0	0	0	0	0
AT1G71690	14	41	13	16	0	0	0	0	0
AT1G71691	6	21	6	33	0	2	0	0	4
AT1G71692	5	35	5	1	0	0	2	1	10
AT1G71695	3503	2135	3316	5151	4465	4046	1823	2456	2688
AT1G71696	416	324	356	361	277	248	219	401	281
AT1G71697	349	668	546	1790	4310	2069	3507	1794	3020
AT1G71700	3	10	11	24	20	19	43	25	27
AT1G71710	938	701	850	1012	1222	1090	1444	1396	1362
AT1G71720	1482	974	1246	1166	956	913	1136	1516	1198
AT1G71730	1102	1371	1258	884	770	645	835	972	847
AT1G71740	0	2	0	3	0	1	1	3	0
AT1G71750	126	180	225	189	145	136	137	157	88
AT1G71760	35	13	14	9	20	1	11	28	13
AT1G71770	7	3	7	17	5	0	9	4	1
AT1G71780	270	400	301	182	132	171	368	289	278
AT1G71790	477	282	416	253	191	116	180	286	190
AT1G71800	378	441	466	391	308	370	255	286	251
AT1G71810	725	578	856	953	774	844	690	578	771
AT1G71820	2023	2580	2463	1707	1689	1619	1628	1650	1489
AT1G71828	1	6	0	0	3	0	0	0	0
AT1G71830	174	87	140	28	81	18	26	65	38
AT1G71840	713	858	811	394	309	317	522	495	481
AT1G71850	217	121	147	55	25	21	30	94	22
AT1G71860	1216	1340	1557	1201	999	1014	897	1115	923
AT1G71865	205	191	146	194	110	115	117	149	109
AT1G71866	29	34	22	23	14	10	25	23	17
AT1G71870	106	40	69	37	68	20	29	52	25
AT1G71880	4138	5152	3094	3662	3730	2867	2027	3190	2071
AT1G71890	83	9	26	120	28	39	17	33	17
AT1G71900	483	460	491	372	328	289	284	377	356
AT1G71910	52	153	107	18	12	6	42	12	45
AT1G71920	482	398	410	306	319	277	205	258	221
AT1G71930	5	5	4	4	19	3	15	21	6
AT1G71940	179	235	171	144	150	154	201	226	282
AT1G71950	649	809	890	854	1035	879	1555	1420	1522
AT1G71960	557	502	264	177	185	208	336	185	265
AT1G71970	719	990	1020	685	138	462	50	88	84
AT1G71980	2012	2650	2101	1971	1305	1710	882	1285	1166
AT1G71990	236	159	249	128	105	102	66	99	80
AT1G72000	0	14	0	2	2	6	5	0	5
AT1G72010	2002	2708	2285	1771	1139	1354	657	955	687
AT1G72020	1830	1981	1607	1235	1007	833	1391	1656	1373
AT1G72030	434	396	390	1045	549	713	260	344	273
AT1G72040	3166	2524	2502	1191	1187	1080	1253	1705	1151
AT1G72050	800	673	758	447	333	283	313	579	377
AT1G72060	316	998	618	668	661	683	245	169	383
AT1G72070	293	781	462	590	575	599	188	163	334
AT1G72080	1	2	10	0	0	8	0	0	0
AT1G72090	1047	915	1085	532	446	452	332	464	352
AT1G72100	0	1	2	0	2	0	0	0	1
AT1G72110	0	0	0	3	1	0	0	0	0
AT1G72120	347	1043	369	365	420	227	1305	701	1116
AT1G72125	28	33	25	6	4	2	78	22	28
AT1G72130	592	408	597	955	577	708	606	696	603
AT1G72140	224	402	94	30	25	21	250	121	165
AT1G72141	0	0	0	0	0	0	0	0	0
AT1G72150	38858	55934	60205	35864	23763	37564	14330	14080	20130
AT1G72160	4429	7954	7016	3613	3026	3560	1989	1813	2474
AT1G72170	526	483	502	393	258	237	302	447	299
AT1G72175	474	575	563	395	293	287	498	584	509
AT1G72180	6869	7951	6540	5809	3513	5120	7767	11734	10832
AT1G72190	230	279	247	249	210	274	249	280	309
AT1G72200	34	78	37	89	32	80	32	27	43
AT1G72210	63	46	29	55	194	65	1593	1145	585
AT1G72220	12	31	24	0	3	10	4	2	4
AT1G72230	122	85	105	39	82	18	31	93	31
AT1G72240	36	24	46	61	19	37	35	30	58
AT1G72250	481	160	233	54	44	14	26	73	47
AT1G72260	583	24	219	3875	15	10	9	8	40
AT1G72270	10	0	1	7	0	4	5	2	7
AT1G72275	182	115	150	149	46	68	27	66	35
AT1G72280	125	247	66	428	862	501	729	379	392
AT1G72290	0	0	0	64	0	0	0	0	0
AT1G72300	535	655	638	613	516	496	316	274	389
AT1G72310	260	250	292	158	136	166	68	116	88
AT1G72320	680	650	634	420	353	382	322	485	360
AT1G72330	338	842	599	628	377	637	294	229	257
AT1G72340	708	857	952	694	421	531	618	744	591
AT1G72350	1	0	2	0	0	0	0	1	1
AT1G72360	290	379	381	209	96	146	152	182	151
AT1G72370	14631	11604	11157	4499	3817	2620	5513	8854	4726
AT1G72390	1440	1894	1590	1085	882	1123	999	1123	983
AT1G72410	2562	1680	2230	1542	1735	1389	643	1497	844
AT1G72416	3240	1648	3362	806	229	224	269	317	277
AT1G72420	283	152	221	193	131	119	84	129	50
AT1G72430	1858	1404	1644	1362	238	515	126	252	380
AT1G72440	1208	1223	1219	551	502	441	587	525	353
AT1G72450	3903	7858	3500	5545	8280	5177	16927	18377	17236
AT1G72460	2	1	0	1	0	0	0	0	0
AT1G72470	472	419	388	78	28	18	383	440	362
AT1G72480	1028	811	1086	663	627	560	274	380	356
AT1G72490	0	0	2	0	0	0	2	0	0
AT1G72500	980	1266	940	1028	1043	618	1541	1944	1585
AT1G72510	1296	2400	1252	1715	1147	1362	2233	2353	3234
AT1G72520	1239	4472	840	21318	51464	33031	43745	23260	30599
AT1G72530	80	63	58	91	57	53	29	35	36
AT1G72540	59	62	54	50	49	39	32	25	33
AT1G72545	19	26	12	26	20	22	6	5	11
AT1G72550	1680	1552	1502	818	1028	839	780	972	855
AT1G72560	796	732	877	632	528	714	286	370	408
AT1G72570	0	0	0	3	0	0	0	0	0
AT1G72580	0	0	0	0	1	0	0	0	0
AT1G72590	0	4	2	4	0	0	0	0	0
AT1G72600	61950	38664	75068	46258	28717	30130	10491	24585	15801
AT1G72610	64645	40351	78262	48094	29405	31160	10977	26100	16381
AT1G72620	51	10	85	26	0	14	10	17	6
AT1G72630	643	543	627	549	187	375	104	266	193
AT1G72640	1408	1062	1417	1334	927	773	916	1178	948
AT1G72645	1221	987	953	796	333	451	222	457	431
AT1G72650	982	1001	1056	1013	776	932	375	522	501
AT1G72660	30	14	34	6	9	4	5	11	5
AT1G72670	313	90	217	32	7	4	20	63	38
AT1G72680	607	1048	695	373	362	318	292	263	436
AT1G72690	74	83	77	32	29	24	39	29	28
AT1G72700	1169	1903	1229	718	1340	839	1062	824	922
AT1G72710	4939	5715	5464	4613	4915	5063	3568	4432	4240
AT1G72720	4	2	5	0	0	3	1	4	4
AT1G72730	306	220	280	60	96	66	61	124	63
AT1G72740	687	706	765	703	769	626	602	501	585
AT1G72750	1562	1529	1536	1504	1375	1468	1330	1026	1014
AT1G72755	181	146	168	173	166	199	126	91	109
AT1G72760	7	30	15	6	21	21	34	10	30
AT1G72770	467	712	630	484	363	651	896	396	2195
AT1G72780	0	0	0	0	0	0	0	0	0
AT1G72790	1862	1615	1483	1423	1056	1382	819	564	944
AT1G72800	100	406	321	189	108	217	160	104	149
AT1G72810	500	625	514	275	252	266	223	155	164
AT1G72820	956	1182	1221	1006	637	874	306	390	373
AT1G72830	166	465	275	179	113	174	42	58	79
AT1G72840	177	269	215	249	270	252	106	84	203
AT1G72850	81	137	108	65	78	110	34	26	48
AT1G72852	70	133	154	87	94	123	29	33	51
AT1G72855	296	328	284	176	182	201	76	148	166
AT1G72860	290	332	281	176	186	207	75	148	171
AT1G72870	16	29	36	25	3	27	16	11	14
AT1G72880	877	682	869	925	987	1016	562	715	719
AT1G72890	224	326	255	688	281	538	107	83	137
AT1G72900	1103	1375	2185	9661	5334	5808	1570	2737	3035
AT1G72910	837	995	2384	9826	2359	5419	607	1454	1237
AT1G72920	227	192	717	3674	1795	1954	195	1207	440
AT1G72930	2887	3133	3376	8940	8817	7003	3227	3462	3252
AT1G72940	491	523	756	5189	4839	3767	945	2190	1469
AT1G72950	69	56	103	237	142	170	63	213	58
AT1G72960	12	9	5	12	24	6	4	7	10
AT1G72970	2319	541	1464	630	542	368	199	497	235
AT1G72980	0	0	1	17	0	27	1	0	0
AT1G72990	256	272	215	192	142	200	82	136	96
AT1G73000	0	8	0	0	0	0	0	0	0
AT1G73010	13	76	24	78	127	104	37	50	65
AT1G73020	476	227	274	229	568	299	461	453	358
AT1G73030	2583	3329	3000	3176	4411	3394	3610	3979	4033
AT1G73040	54	55	38	61	84	50	46	60	75
AT1G73050	0	1	2	0	6	0	1	0	1
AT1G73060	3131	2253	3062	2559	2705	1920	2505	3053	2765
AT1G73065	3	1	0	5	5	18	5	0	13
AT1G73066	16	15	35	40	61	60	49	39	73
AT1G73080	1315	1507	851	5653	19388	8833	11007	7015	6906
AT1G73090	443	308	469	413	415	320	292	329	248
AT1G73100	610	456	635	430	380	341	202	290	214
AT1G73110	1234	958	1302	1326	1069	915	1068	1200	1017
AT1G73120	16	2	13	5	0	1	0	1	0
AT1G73130	161	285	233	202	206	199	183	168	183
AT1G73140	3	5	3	3	7	5	5	16	6
AT1G73150	206	219	200	159	281	182	364	328	377
AT1G73160	0	1	0	0	0	0	0	0	0
AT1G73165	0	0	0	0	0	0	0	0	0
AT1G73170	1207	1247	1685	1494	1314	1459	840	1182	992
AT1G73177	174	122	104	98	51	45	72	94	69
AT1G73180	809	663	698	469	461	432	393	451	407
AT1G73190	24	8	35	21	22	18	31	25	31
AT1G73200	1482	1718	1630	1370	1882	1528	1711	1861	2077
AT1G73210	133	194	72	119	147	77	281	560	333
AT1G73220	51	94	60	114	17	14	38	42	34
AT1G73230	3483	2486	2872	1719	1480	1045	1496	2957	1606
AT1G73240	459	343	389	172	134	217	144	158	142
AT1G73250	414	494	473	266	175	186	331	341	317
AT1G73260	1075	16159	9356	2	0	2	6	0	614
AT1G73270	11	18	17	8	10	0	3	1	4
AT1G73280	6	16	6	7	12	2	3	1	7
AT1G73290	19	10	12	5	13	4	2	8	3
AT1G73300	9	18	13	11	12	1	10	5	5
AT1G73310	291	175	237	165	197	138	87	158	103
AT1G73320	191	183	200	191	156	94	105	173	95
